触不可及,,,https://movie.douban.com/subject/6786002/,,,奥利维埃·纳卡什、埃里克·托莱达诺,,,弗朗索瓦·克鲁塞、奥玛·希、安娜·勒尼、奥德雷·弗勒罗、托马·索利韦尔,,,9.2,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,,,6786002,,,45,,,2181,,,3120
北京遇上西雅图,,,https://movie.douban.com/subject/10574468/,,,薛晓路,,,汤唯、吴秀波、海清、宋美曼、宋美慧,,,7.4,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1878328589.jpg,,,10574468,,,35,,,700,,,1000
加勒比海盗,,,https://movie.douban.com/subject/1298070/,,,戈尔·维宾斯基,,,约翰尼·德普、杰弗里·拉什、奥兰多·布鲁姆、凯拉·奈特莉、杰克·达文波特,,,8.6,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,,,1298070,,,45,,,1500,,,2228
唐伯虎点秋香,,,https://movie.douban.com/subject/1306249/,,,李力持,,,周星驰、巩俐、陈百祥、郑佩佩、朱咪咪,,,8.4,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,,,1306249,,,40,,,400,,,530
教父,,,https://movie.douban.com/subject/1291841/,,,弗朗西斯·福特·科波拉,,,马龙·白兰度、阿尔·帕西诺、詹姆斯·肯恩、理查德·卡斯特尔诺、罗伯特·杜瓦尔,,,9.2,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2190556185.jpg,,,1291841,,,45,,,800,,,1200
哈尔的移动城堡,,,https://movie.douban.com/subject/1308807/,,,宫崎骏,,,倍赏千惠子、木村拓哉、美轮明宏、我修院达也、神木隆之介,,,8.9,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg,,,1308807,,,45,,,1509,,,2131
沉默的羔羊,,,https://movie.douban.com/subject/1293544/,,,乔纳森·戴米,,,朱迪·福斯特、安东尼·霍普金斯、斯科特·格伦、安东尼·希尔德、布鲁克·史密斯,,,8.7,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,,,1293544,,,45,,,2489,,,3686
神偷奶爸,,,https://movie.douban.com/subject/3287562/,,,皮埃尔·柯芬、克里斯·雷纳德,,,史蒂夫·卡瑞尔、杰森·席格尔、拉塞尔·布兰德、朱莉·安德鲁斯、威尔·阿奈特,,,8.5,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,,,3287562,,,45,,,1013,,,1500
禁闭岛,,,https://movie.douban.com/subject/2334904/,,,马丁·斯科塞斯,,,莱昂纳多·迪卡普里奥、马克·鲁弗洛、本·金斯利、马克斯·冯·叙多夫、米歇尔·威廉姆斯,,,8.7,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg,,,2334904,,,45,,,2480,,,3543
西虹市首富,,,https://movie.douban.com/subject/27605698/,,,闫非、彭大魔,,,沈腾、宋芸桦、张一鸣、张晨光、常远,,,6.7,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529206747.jpg,,,27605698,,,35,,,679,,,950
后会无期,,,https://movie.douban.com/subject/25805741/,,,韩寒,,,冯绍峰、陈柏霖、钟汉良、王珞丹、袁泉,,,7.1,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195469915.jpg,,,25805741,,,35,,,6458,,,9213
夏洛特烦恼,,,https://movie.douban.com/subject/25964071/,,,闫非、彭大魔,,,沈腾、马丽、尹正、艾伦、王智,,,7.4,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264377763.jpg,,,25964071,,,35,,,5906,,,8268
红海行动,,,https://movie.douban.com/subject/26861685/,,,林超贤,,,张译、黄景瑜、海清、杜江、蒋璐霞,,,8.3,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2514119443.jpg,,,26861685,,,40,,,1429,,,2000
天空之城,,,https://movie.douban.com/subject/1291583/,,,宫崎骏,,,田中真弓、横泽启子、初井言荣、寺田农、常田富士男,,,9.0,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg,,,1291583,,,45,,,2064,,,2933
蝙蝠侠：黑暗骑士,,,https://movie.douban.com/subject/1851857/,,,克里斯托弗·诺兰,,,克里斯蒂安·贝尔、希斯·莱杰、艾伦·艾克哈特、迈克尔·凯恩、玛吉·吉伦哈尔,,,9.1,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,,,1851857,,,45,,,4050,,,6000
闻香识女人,,,https://movie.douban.com/subject/1298624/,,,马丁·布莱斯,,,阿尔·帕西诺、克里斯·奥唐纳、詹姆斯·瑞布霍恩、加布里埃尔·安瓦尔、菲利普·塞默·霍夫曼,,,8.9,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p925123037.jpg,,,1298624,,,45,,,518,,,755
疯狂原始人,,,https://movie.douban.com/subject/1907966/,,,柯克·德·米科、克里斯·桑德斯,,,尼古拉斯·凯奇、艾玛·斯通、瑞恩·雷诺兹、凯瑟琳·基纳、克萝丽丝·利奇曼,,,8.7,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,,,1907966,,,45,,,510,,,755
